INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status
									
<mark>Странник</mark> не ночевал на улице; двери мои я отворял прохожему.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886cc915170161f1a581	3468ccd2-7af9-4e01-b7d2-92cf3281ab6e	0001b30816--6160886cc915170161f1a581	3b935c7e14f9c87cf285868b636a7413	APPROVED
Итак выслушайте определение Господа, какое Он поставил об Едоме, и <mark>намерения</mark> Его, какие Он имеет о жителях Фемана: истинно, самые малые из стад повлекут их и опустошат жилища их.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886cc915170161f1a581	623df3a9-70b0-4b5d-b346-b6a02485e07c	0001b30816--6160886cc915170161f1a581	3b935c7e14f9c87cf285868b636a7413	APPROVED
(40:19) Возьмет ли кто его в глазах его и проколет ли ему <mark>нос</mark> багром?	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886cc915170161f1a581	35795b12-1de5-4525-a60e-70d8c466b461	0001b30816--6160886cc915170161f1a581	3b935c7e14f9c87cf285868b636a7413	APPROVED
(32:4) ибо слово Господне <mark>право</mark> и все дела Его верны.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886cc915170161f1a581	10e3ec15-c286-47b8-bf7c-d3d26adf9aed	0001b30816--6160886cc915170161f1a581	3b935c7e14f9c87cf285868b636a7413	APPROVED
Зевей и <mark>Салман</mark> побежали; он погнался за ними и схватил обоих царей Мадиамских, Зевея и Салмана, и весь стан привел в замешательство.	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160886cc915170161f1a581	8ba99d15-9584-455e-810d-1956c5f229c8	0001b30816--6160886cc915170161f1a581	3b935c7e14f9c87cf285868b636a7413	APPROVED
И рассказал ему Мардохей обо всем, что с ним случилось, и об определенном числе серебра, которое обещал Аман отвесить в <mark>казну</mark> царскую за Иудеев, чтобы истребить их;	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160886cc915170161f1a581	5866bd3a-0be0-46e1-87ab-be9de180ac10	0001b30816--6160886cc915170161f1a581	3b935c7e14f9c87cf285868b636a7413	APPROVED
В проломы вы не входите и не ограждаете стеною дома Израилева,чтобы твердо стоять в <mark>сражении</mark> в день Господа.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886cc915170161f1a581	0350aac1-5226-498a-829f-23bf8bcc5156	0001b30816--6160886cc915170161f1a581	3b935c7e14f9c87cf285868b636a7413	APPROVED
в руке у него была <mark>книжка</mark> раскрытая. И поставил он правую ногу свою на море, а левую на землю,	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886cc915170161f1a581	31297b9a-a684-48c5-afd7-f946ad282e60	0001b30816--6160886cc915170161f1a581	3b935c7e14f9c87cf285868b636a7413	APPROVED
Железо железо острит, и человек изощряет <mark>взгляд</mark> друга своего.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886cc915170161f1a581	1f0b0827-2a14-422e-beeb-39c561f8e5f8	0001b30816--6160886cc915170161f1a581	3b935c7e14f9c87cf285868b636a7413	APPROVED
и Аиалон и предместья его, и Гаф-Риммон и <mark>предместья</mark> его;	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160886cc915170161f1a581	8660e0a9-a1ce-4054-8a91-9ca205b19afc	0001b30816--6160886cc915170161f1a581	3b935c7e14f9c87cf285868b636a7413	APPROVED
									
<mark>Странник</mark> не ночевал на улице; двери мои я отворял прохожему.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d158c4d231198b3ee	3468ccd2-7af9-4e01-b7d2-92cf3281ab6e	0001b30816--6160886d158c4d231198b3ee	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
Итак выслушайте определение Господа, какое Он поставил об Едоме, и <mark>намерения</mark> Его, какие Он имеет о жителях Фемана: истинно, самые малые из стад повлекут их и опустошат жилища их.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d158c4d231198b3ee	623df3a9-70b0-4b5d-b346-b6a02485e07c	0001b30816--6160886d158c4d231198b3ee	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
(40:19) Возьмет ли кто его в глазах его и проколет ли ему <mark>нос</mark> багром?	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d158c4d231198b3ee	35795b12-1de5-4525-a60e-70d8c466b461	0001b30816--6160886d158c4d231198b3ee	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
(32:4) ибо слово Господне <mark>право</mark> и все дела Его верны.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d158c4d231198b3ee	10e3ec15-c286-47b8-bf7c-d3d26adf9aed	0001b30816--6160886d158c4d231198b3ee	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
Зевей и <mark>Салман</mark> побежали; он погнался за ними и схватил обоих царей Мадиамских, Зевея и Салмана, и весь стан привел в замешательство.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d158c4d231198b3ee	8ba99d15-9584-455e-810d-1956c5f229c8	0001b30816--6160886d158c4d231198b3ee	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
И рассказал ему Мардохей обо всем, что с ним случилось, и об определенном числе серебра, которое обещал Аман отвесить в <mark>казну</mark> царскую за Иудеев, чтобы истребить их;	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d158c4d231198b3ee	5866bd3a-0be0-46e1-87ab-be9de180ac10	0001b30816--6160886d158c4d231198b3ee	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
В проломы вы не входите и не ограждаете стеною дома Израилева,чтобы твердо стоять в <mark>сражении</mark> в день Господа.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d158c4d231198b3ee	0350aac1-5226-498a-829f-23bf8bcc5156	0001b30816--6160886d158c4d231198b3ee	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
в руке у него была <mark>книжка</mark> раскрытая. И поставил он правую ногу свою на море, а левую на землю,	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d158c4d231198b3ee	31297b9a-a684-48c5-afd7-f946ad282e60	0001b30816--6160886d158c4d231198b3ee	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
Железо железо острит, и человек изощряет <mark>взгляд</mark> друга своего.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d158c4d231198b3ee	1f0b0827-2a14-422e-beeb-39c561f8e5f8	0001b30816--6160886d158c4d231198b3ee	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
и Аиалон и предместья его, и Гаф-Риммон и <mark>предместья</mark> его;	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d158c4d231198b3ee	8660e0a9-a1ce-4054-8a91-9ca205b19afc	0001b30816--6160886d158c4d231198b3ee	0d3861999b8d5c2c8cd176a2a842217a	APPROVED
									
<mark>Странник</mark> не ночевал на улице; двери мои я отворял прохожему.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d38fa4b407134ac60	3468ccd2-7af9-4e01-b7d2-92cf3281ab6e	0001b30816--6160886d38fa4b407134ac60	4fc8c08693fa4fe7b925dc85f2041a38	APPROVED
Итак выслушайте определение Господа, какое Он поставил об Едоме, и <mark>намерения</mark> Его, какие Он имеет о жителях Фемана: истинно, самые малые из стад повлекут их и опустошат жилища их.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d38fa4b407134ac60	623df3a9-70b0-4b5d-b346-b6a02485e07c	0001b30816--6160886d38fa4b407134ac60	4fc8c08693fa4fe7b925dc85f2041a38	APPROVED
(40:19) Возьмет ли кто его в глазах его и проколет ли ему <mark>нос</mark> багром?	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d38fa4b407134ac60	35795b12-1de5-4525-a60e-70d8c466b461	0001b30816--6160886d38fa4b407134ac60	4fc8c08693fa4fe7b925dc85f2041a38	APPROVED
(32:4) ибо слово Господне <mark>право</mark> и все дела Его верны.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d38fa4b407134ac60	10e3ec15-c286-47b8-bf7c-d3d26adf9aed	0001b30816--6160886d38fa4b407134ac60	4fc8c08693fa4fe7b925dc85f2041a38	APPROVED
Зевей и <mark>Салман</mark> побежали; он погнался за ними и схватил обоих царей Мадиамских, Зевея и Салмана, и весь стан привел в замешательство.	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d38fa4b407134ac60	8ba99d15-9584-455e-810d-1956c5f229c8	0001b30816--6160886d38fa4b407134ac60	4fc8c08693fa4fe7b925dc85f2041a38	APPROVED
И рассказал ему Мардохей обо всем, что с ним случилось, и об определенном числе серебра, которое обещал Аман отвесить в <mark>казну</mark> царскую за Иудеев, чтобы истребить их;	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d38fa4b407134ac60	5866bd3a-0be0-46e1-87ab-be9de180ac10	0001b30816--6160886d38fa4b407134ac60	4fc8c08693fa4fe7b925dc85f2041a38	APPROVED
В проломы вы не входите и не ограждаете стеною дома Израилева,чтобы твердо стоять в <mark>сражении</mark> в день Господа.	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d38fa4b407134ac60	0350aac1-5226-498a-829f-23bf8bcc5156	0001b30816--6160886d38fa4b407134ac60	4fc8c08693fa4fe7b925dc85f2041a38	APPROVED
в руке у него была <mark>книжка</mark> раскрытая. И поставил он правую ногу свою на море, а левую на землю,	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d38fa4b407134ac60	31297b9a-a684-48c5-afd7-f946ad282e60	0001b30816--6160886d38fa4b407134ac60	4fc8c08693fa4fe7b925dc85f2041a38	APPROVED
Железо железо острит, и человек изощряет <mark>взгляд</mark> друга своего.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d38fa4b407134ac60	1f0b0827-2a14-422e-beeb-39c561f8e5f8	0001b30816--6160886d38fa4b407134ac60	4fc8c08693fa4fe7b925dc85f2041a38	APPROVED
и Аиалон и предместья его, и Гаф-Риммон и <mark>предместья</mark> его;	4				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d38fa4b407134ac60	8660e0a9-a1ce-4054-8a91-9ca205b19afc	0001b30816--6160886d38fa4b407134ac60	4fc8c08693fa4fe7b925dc85f2041a38	APPROVED
									
<mark>Странник</mark> не ночевал на улице; двери мои я отворял прохожему.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d5edc397558c7c14c	3468ccd2-7af9-4e01-b7d2-92cf3281ab6e	0001b30816--6160886d5edc397558c7c14c	70b8a01115970118e22e6ad8bf2d4ade	APPROVED
Итак выслушайте определение Господа, какое Он поставил об Едоме, и <mark>намерения</mark> Его, какие Он имеет о жителях Фемана: истинно, самые малые из стад повлекут их и опустошат жилища их.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d5edc397558c7c14c	623df3a9-70b0-4b5d-b346-b6a02485e07c	0001b30816--6160886d5edc397558c7c14c	70b8a01115970118e22e6ad8bf2d4ade	APPROVED
(40:19) Возьмет ли кто его в глазах его и проколет ли ему <mark>нос</mark> багром?	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d5edc397558c7c14c	35795b12-1de5-4525-a60e-70d8c466b461	0001b30816--6160886d5edc397558c7c14c	70b8a01115970118e22e6ad8bf2d4ade	APPROVED
(32:4) ибо слово Господне <mark>право</mark> и все дела Его верны.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d5edc397558c7c14c	10e3ec15-c286-47b8-bf7c-d3d26adf9aed	0001b30816--6160886d5edc397558c7c14c	70b8a01115970118e22e6ad8bf2d4ade	APPROVED
Зевей и <mark>Салман</mark> побежали; он погнался за ними и схватил обоих царей Мадиамских, Зевея и Салмана, и весь стан привел в замешательство.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d5edc397558c7c14c	8ba99d15-9584-455e-810d-1956c5f229c8	0001b30816--6160886d5edc397558c7c14c	70b8a01115970118e22e6ad8bf2d4ade	APPROVED
И рассказал ему Мардохей обо всем, что с ним случилось, и об определенном числе серебра, которое обещал Аман отвесить в <mark>казну</mark> царскую за Иудеев, чтобы истребить их;	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d5edc397558c7c14c	5866bd3a-0be0-46e1-87ab-be9de180ac10	0001b30816--6160886d5edc397558c7c14c	70b8a01115970118e22e6ad8bf2d4ade	APPROVED
В проломы вы не входите и не ограждаете стеною дома Израилева,чтобы твердо стоять в <mark>сражении</mark> в день Господа.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d5edc397558c7c14c	0350aac1-5226-498a-829f-23bf8bcc5156	0001b30816--6160886d5edc397558c7c14c	70b8a01115970118e22e6ad8bf2d4ade	APPROVED
в руке у него была <mark>книжка</mark> раскрытая. И поставил он правую ногу свою на море, а левую на землю,	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d5edc397558c7c14c	31297b9a-a684-48c5-afd7-f946ad282e60	0001b30816--6160886d5edc397558c7c14c	70b8a01115970118e22e6ad8bf2d4ade	APPROVED
Железо железо острит, и человек изощряет <mark>взгляд</mark> друга своего.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d5edc397558c7c14c	1f0b0827-2a14-422e-beeb-39c561f8e5f8	0001b30816--6160886d5edc397558c7c14c	70b8a01115970118e22e6ad8bf2d4ade	APPROVED
и Аиалон и предместья его, и Гаф-Риммон и <mark>предместья</mark> его;	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886d5edc397558c7c14c	8660e0a9-a1ce-4054-8a91-9ca205b19afc	0001b30816--6160886d5edc397558c7c14c	70b8a01115970118e22e6ad8bf2d4ade	APPROVED
									
Если поле из своего владения посвятит кто Господу, то оценка твоя должна быть по мере посева: за <mark>посев</mark> хомера ячменя пятьдесят сиклей серебра;	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160886eac921c0359c58236	348c47e1-861f-47b8-8807-7b08e5533304	0001b30816--6160886eac921c0359c58236	66990b99882c77f7d55b8ad8970c63c4	APPROVED
Прочие <mark>деяния</mark> Озии, первые и последние, описал Исаия, сын Амоса, пророк.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160886eac921c0359c58236	2e01f522-fb55-4e04-9496-1037ec13fef3	0001b30816--6160886eac921c0359c58236	66990b99882c77f7d55b8ad8970c63c4	APPROVED
И они будут, как <mark>герои</mark>, попирающие врагов на войне, как уличную грязь, и сражаться, потому что Господь с ними, и посрамят всадников на конях.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886eac921c0359c58236	9dd1b4ac-5c90-4c01-b6d0-a19003815a05	0001b30816--6160886eac921c0359c58236	66990b99882c77f7d55b8ad8970c63c4	APPROVED
Иисус же сказал им в ответ: пришел <mark>час</mark> прославиться Сыну Человеческому.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886eac921c0359c58236	1e58b777-e718-454e-bbc7-b018d4c589d2	0001b30816--6160886eac921c0359c58236	66990b99882c77f7d55b8ad8970c63c4	APPROVED
вот, мы вяжем снопы посреди поля; и вот, мой сноп встал и стал прямо; и вот, ваши <mark>снопы</mark> стали кругом и поклонились моему снопу.	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160886eac921c0359c58236	1ffcd1ea-9d5d-4ee2-b4f4-62bee4b51dfd	0001b30816--6160886eac921c0359c58236	66990b99882c77f7d55b8ad8970c63c4	APPROVED
сын человеческий! за то, что Тир говорит о Иерусалиме: „а! а! он сокрушен – <mark>врата</mark> народов; он обращается ко мне; наполнюсь; он опустошен', –	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886eac921c0359c58236	32265e48-fd30-4fe9-a859-88c79e5e47f6	0001b30816--6160886eac921c0359c58236	66990b99882c77f7d55b8ad8970c63c4	APPROVED
И жители их сделались маломощны, трепещут и остаются в стыде; они стали как трава на поле и нежная <mark>зелень</mark>,как порост на кровлях и опаленный хлеб, прежде нежели выколосился.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886eac921c0359c58236	82f5e2fb-358e-4065-b8f2-bd91e4f72cc4	0001b30816--6160886eac921c0359c58236	66990b99882c77f7d55b8ad8970c63c4	APPROVED
(123:7) Душа наша избавилась, как птица, из <mark>сети</mark> ловящих: сеть расторгнута, и мы избавились.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886eac921c0359c58236	e24e29ff-5c31-42aa-a393-c62f529430e3	0001b30816--6160886eac921c0359c58236	66990b99882c77f7d55b8ad8970c63c4	APPROVED
У Ахава было семьдесят сыновей в Самарии. И написал Ииуй <mark>письма</mark>,и послал в Самарию к начальникам Изреельским, старейшинам и воспитателям детей Ахавовых, такого содержания:	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886eac921c0359c58236	d1e34f81-9244-42b2-a3b7-fa8de0f0bdab	0001b30816--6160886eac921c0359c58236	66990b99882c77f7d55b8ad8970c63c4	APPROVED
Ибо воля Божия есть освящение ваше, чтобы вы воздерживались от <mark>блуда</mark>;	4				https://toloka.yandex.ru/task/28510230/0001b30816--6160886eac921c0359c58236	07bf2626-4aaa-4cca-9474-38a1d0814868	0001b30816--6160886eac921c0359c58236	66990b99882c77f7d55b8ad8970c63c4	APPROVED
									
<mark>Странник</mark> не ночевал на улице; двери мои я отворял прохожему.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee0ca2c35c24d926f	3468ccd2-7af9-4e01-b7d2-92cf3281ab6e	0001b30816--6160886ee0ca2c35c24d926f	0c95c70e5acd4c8e61807606ee185ed1	APPROVED
Итак выслушайте определение Господа, какое Он поставил об Едоме, и <mark>намерения</mark> Его, какие Он имеет о жителях Фемана: истинно, самые малые из стад повлекут их и опустошат жилища их.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee0ca2c35c24d926f	623df3a9-70b0-4b5d-b346-b6a02485e07c	0001b30816--6160886ee0ca2c35c24d926f	0c95c70e5acd4c8e61807606ee185ed1	APPROVED
(40:19) Возьмет ли кто его в глазах его и проколет ли ему <mark>нос</mark> багром?	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee0ca2c35c24d926f	35795b12-1de5-4525-a60e-70d8c466b461	0001b30816--6160886ee0ca2c35c24d926f	0c95c70e5acd4c8e61807606ee185ed1	APPROVED
(32:4) ибо слово Господне <mark>право</mark> и все дела Его верны.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee0ca2c35c24d926f	10e3ec15-c286-47b8-bf7c-d3d26adf9aed	0001b30816--6160886ee0ca2c35c24d926f	0c95c70e5acd4c8e61807606ee185ed1	APPROVED
Зевей и <mark>Салман</mark> побежали; он погнался за ними и схватил обоих царей Мадиамских, Зевея и Салмана, и весь стан привел в замешательство.	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee0ca2c35c24d926f	8ba99d15-9584-455e-810d-1956c5f229c8	0001b30816--6160886ee0ca2c35c24d926f	0c95c70e5acd4c8e61807606ee185ed1	APPROVED
И рассказал ему Мардохей обо всем, что с ним случилось, и об определенном числе серебра, которое обещал Аман отвесить в <mark>казну</mark> царскую за Иудеев, чтобы истребить их;	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee0ca2c35c24d926f	5866bd3a-0be0-46e1-87ab-be9de180ac10	0001b30816--6160886ee0ca2c35c24d926f	0c95c70e5acd4c8e61807606ee185ed1	APPROVED
В проломы вы не входите и не ограждаете стеною дома Израилева,чтобы твердо стоять в <mark>сражении</mark> в день Господа.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee0ca2c35c24d926f	0350aac1-5226-498a-829f-23bf8bcc5156	0001b30816--6160886ee0ca2c35c24d926f	0c95c70e5acd4c8e61807606ee185ed1	APPROVED
в руке у него была <mark>книжка</mark> раскрытая. И поставил он правую ногу свою на море, а левую на землю,	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee0ca2c35c24d926f	31297b9a-a684-48c5-afd7-f946ad282e60	0001b30816--6160886ee0ca2c35c24d926f	0c95c70e5acd4c8e61807606ee185ed1	APPROVED
Железо железо острит, и человек изощряет <mark>взгляд</mark> друга своего.	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee0ca2c35c24d926f	1f0b0827-2a14-422e-beeb-39c561f8e5f8	0001b30816--6160886ee0ca2c35c24d926f	0c95c70e5acd4c8e61807606ee185ed1	APPROVED
и Аиалон и предместья его, и Гаф-Риммон и <mark>предместья</mark> его;	1				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee0ca2c35c24d926f	8660e0a9-a1ce-4054-8a91-9ca205b19afc	0001b30816--6160886ee0ca2c35c24d926f	0c95c70e5acd4c8e61807606ee185ed1	APPROVED
									
И послал царь Ровоам Адонирама, начальника над собиранием <mark>даней</mark>, и забросали его сыны Израилевы каменьями, и он умер. Царь же Ровоам поспешил сесть на колесницу, чтобы убежать в Иерусалим.	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee6f6472b57225933	333e83e8-5242-44d7-a4b1-2ab65ecf5b86	0001b30816--6160886ee6f6472b57225933	20584c74842c71bbb9a72659fbf39616	APPROVED
У женщины же был в доме откормленный теленок, и она поспешила заколоть его и, взяв <mark>муки</mark>, замесила и испекла опресноки,	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee6f6472b57225933	30954bd4-fb1b-4029-a891-a5491f55c893	0001b30816--6160886ee6f6472b57225933	20584c74842c71bbb9a72659fbf39616	APPROVED
которого исполнение надеются увидеть наши двенадцать <mark>колен</mark>, усердно служа Богу день и ночь. За сию-то надежду, царь Агриппа, обвиняют меня Иудеи.	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee6f6472b57225933	102a2650-786e-476a-bcaa-93c709eb0f0d	0001b30816--6160886ee6f6472b57225933	20584c74842c71bbb9a72659fbf39616	APPROVED
И позваны были тогда царские писцы в третий месяц, то есть в месяц Сиван, в двадцать третий день его, и написано было все так, как приказал Мардохей, к Иудеям, и к сатрапам, и областеначальникам, и правителям областей от Индии до Ефиопии, ста двадцати семи <mark>областей</mark>, в каждую область письменами ее и к каждому народу на языке его, и к Иудеям письменами их и на языке их.	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee6f6472b57225933	aec406e0-635d-4f95-8294-40309a86b996	0001b30816--6160886ee6f6472b57225933	20584c74842c71bbb9a72659fbf39616	APPROVED
По смерти же <mark>Ирода</mark>, - се, Ангел Господень во сне является Иосифу в Египте	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee6f6472b57225933	b81f994d-f288-4ce2-9700-57b068a07c2d	0001b30816--6160886ee6f6472b57225933	20584c74842c71bbb9a72659fbf39616	APPROVED
Тогда девица будет веселиться в <mark>хороводе</mark>, и юноши и старцы вместе; и изменю печаль их на радость и утешу их, и обрадую их после скорби их.	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee6f6472b57225933	b9c18fca-09c3-4b27-a88e-39d9ee06f6d0	0001b30816--6160886ee6f6472b57225933	20584c74842c71bbb9a72659fbf39616	APPROVED
усвоить правила благоразумия, правосудия, суда и <mark>правоты</mark>;	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee6f6472b57225933	2787fc9c-df63-4586-b0ab-42d6072eb075	0001b30816--6160886ee6f6472b57225933	20584c74842c71bbb9a72659fbf39616	APPROVED
взойди на вершину Фасги и взгляни глазами твоими к морю и к северу, и к югу и к <mark>востоку</mark>, и посмотри глазами твоими, потому что ты не перейдешь за Иордан сей;	3				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee6f6472b57225933	8b7f1266-adc3-42c1-98db-5d8883f82e9d	0001b30816--6160886ee6f6472b57225933	20584c74842c71bbb9a72659fbf39616	APPROVED
зачем же ты пренебрег слово Господа, сделав злое пред очами Его? Урию Хеттеянина ты поразил мечом; жену его взял себе в <mark>жену</mark>, а его тыубил мечом Аммонитян;	2				https://toloka.yandex.ru/task/28510230/0001b30816--6160886ee6f6472b57225933	b6c26395-0486-410b-ada4-3fbf2c79d862	0001b30816--6160886ee6f6472b57225933	20584c74842c71bbb9a72659fbf39616	APPROVED
