INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ACCEPT:verdict	ACCEPT:comment
И прилепилась душа его в <mark>Дине</mark>, дочери Иакова, и он полюбил девицу и говорил по сердцу девицы.	5				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e485ce7abf67795a53ae	6e249095-e2dc-499c-b41e-7579b19f5d0f	00019a3cbe--6117e485ce7abf67795a53ae	48925153945d092264ceb628944a5954	APPROVED	+	
И будет поступать царь тот по своему произволу, и вознесется и возвеличится выше всякого <mark>божества</mark>, и о Боге богов станет говорить хульное и будет иметь успех, доколе не совершится гнев: ибо, что предопределено, то исполнится.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e485ce7abf67795a53ae	0e89e1d9-b5b9-412a-8b8a-c255e07d6eb3	00019a3cbe--6117e485ce7abf67795a53ae	48925153945d092264ceb628944a5954	APPROVED	+	
Так как они сеяли ветер, то и пожнут бурю: хлеба на корню не будет у него; зерно не даст <mark>муки</mark>; а если и даст, то чужие проглотят ее.	3				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e485ce7abf67795a53ae	10d6c6f4-74c8-4cf0-8464-ae367048fe7d	00019a3cbe--6117e485ce7abf67795a53ae	48925153945d092264ceb628944a5954	APPROVED	+	
по числу сорока дней, в которые вы осматривали землю, вы понесете наказание за <mark>грехи</mark> ваши сорок лет, год за день, дабы вы познали, что значит быть оставленным Мною.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e485ce7abf67795a53ae	160fdfe3-be16-4495-991f-153d23f80d00	00019a3cbe--6117e485ce7abf67795a53ae	48925153945d092264ceb628944a5954	APPROVED	+	
Сынов Иссахара по родам их, по племенам их, по семействам их, по числу <mark>имен</mark>, от двадцати лет и выше, всех годных для войны,	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e485ce7abf67795a53ae	b0fc2023-3189-494c-ac1d-76ce35282e88	00019a3cbe--6117e485ce7abf67795a53ae	48925153945d092264ceb628944a5954	APPROVED	+	
Вороные кони там выходят к <mark>стране</mark> северной и белые идут за ними, а пегие идут к стране полуденной.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e485ce7abf67795a53ae	7f445578-c600-46a6-ad13-d0ef0bd2e307	00019a3cbe--6117e485ce7abf67795a53ae	48925153945d092264ceb628944a5954	APPROVED	+	
Изгонят вас из синагог; даже наступает <mark>время</mark>, когда всякий, убивающий вас, будет думать, что он тем служит Богу.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e485ce7abf67795a53ae	7f753373-4116-46a0-8e1e-3e801bd120a3	00019a3cbe--6117e485ce7abf67795a53ae	48925153945d092264ceb628944a5954	APPROVED	+	
засохла виноградная <mark>лоза</mark> и смоковница завяла; гранатовое дерево, пальма и яблоня, все дерева в поле посохли;потому и веселье у сынов человеческих исчезло.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e485ce7abf67795a53ae	174569bb-b0df-4e9a-9703-47c4aefe1960	00019a3cbe--6117e485ce7abf67795a53ae	48925153945d092264ceb628944a5954	APPROVED	+	
											
Иисус спросил его: как тебе имя? Он сказал: <mark>легион</mark>, – потому что много бесов вошло в него.	3				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4868d794f3da683188b	a9ca6fb3-eca1-4ee8-a3d1-ff0840d17100	00019a3cbe--6117e4868d794f3da683188b	a889ba51fc0332ad0e020da4839a1206	APPROVED	+	
я томился днем от <mark>жара</mark>, а ночью от стужи, и сон мой убегал от глаз моих.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4868d794f3da683188b	59017045-6915-4c51-a6a2-a2321634274a	00019a3cbe--6117e4868d794f3da683188b	a889ba51fc0332ad0e020da4839a1206	APPROVED	+	
И содержание его, <mark>содержание</mark> постоянное, выдаваемо было ему от царя изо дня в день до дня смерти его, во все дни жизни его.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4868d794f3da683188b	4aad9ab8-18a6-46e6-a2f1-84764ea8dc94	00019a3cbe--6117e4868d794f3da683188b	a889ba51fc0332ad0e020da4839a1206	APPROVED	+	
И сказал Господь Моисею: собери Мне семьдесят <mark>мужей</mark> из старейшин Израилевых, которых ты знаешь, что они старейшины и надзиратели его, и возьми их к скинии собрания, чтобы они стали там с тобою;	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4868d794f3da683188b	4ddcbf2f-47f0-4571-ae74-c2a01bf68074	00019a3cbe--6117e4868d794f3da683188b	a889ba51fc0332ad0e020da4839a1206	APPROVED	+	
да не пощадит его <mark>глаз</mark> твой: душу за душу, глаз за глаз, зуб за зуб, руку за руку, ногу за ногу.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4868d794f3da683188b	06f97710-9fed-48dc-a40b-ae3968fa9ffa	00019a3cbe--6117e4868d794f3da683188b	a889ba51fc0332ad0e020da4839a1206	APPROVED	+	
И вот, проходившие мимо <mark>люди</mark> увидели тело, брошенное на дороге, и льва, стоящего подле тела, и пошли и рассказали в городе, в котором жил пророк-старец.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4868d794f3da683188b	ee7eac81-38ab-49cf-839b-e3161f644c6d	00019a3cbe--6117e4868d794f3da683188b	a889ba51fc0332ad0e020da4839a1206	APPROVED	+	
И будет для меня Иерусалим радостным именем, похвалою и честью пред всеми народами земли, которые услышат о всех благах, какие Я сделаю ему, и изумятся и затрепещут от всех благодеяний и всего <mark>благоденствия</mark>, которое Я доставлю ему.	4				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4868d794f3da683188b	7295641e-cc38-4809-adf9-7b7ff4dc36cc	00019a3cbe--6117e4868d794f3da683188b	a889ba51fc0332ad0e020da4839a1206	APPROVED	+	
Так говорит Господь Саваоф: толстые стены <mark>Вавилона</mark> до основания будут разрушены, и высокие ворота его будут сожжены огнем; итак напрасно трудились народы, и племена мучили себя для огня.	4				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4868d794f3da683188b	25edcc80-6f4a-4769-8963-3b075617abd6	00019a3cbe--6117e4868d794f3da683188b	a889ba51fc0332ad0e020da4839a1206	APPROVED	+	
Когда строился храм, на строение употребляемы были обтесанные камни; ни молота, ни тесла, ни всякого другого железного <mark>орудия</mark> не было слышно в храме при строении его.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4868d794f3da683188b	f6f1d638-1e8f-4b75-b7d1-2c07847c9c3b	00019a3cbe--6117e4868d794f3da683188b	a889ba51fc0332ad0e020da4839a1206	APPROVED	+	
В первый же день <mark>недели</mark>, очень рано, неся приготовленные ароматы, пришли они ко гробу, и вместе с ними некоторые другие;	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4868d794f3da683188b	5222fc2e-f73b-4d98-9614-27dbe7f8cbf2	00019a3cbe--6117e4868d794f3da683188b	a889ba51fc0332ad0e020da4839a1206	APPROVED	+	
											
потолки наши – <mark>кипарисы</mark>.	3				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e487a8a64725c1703d8e	fc2da94e-6692-48f4-9daf-b986f5e9d34f	00019a3cbe--6117e487a8a64725c1703d8e	d38dc2eb18bd9869609c50a6da7d25cf	APPROVED	+	
И окна в них и в <mark>преддвериях</mark> их такие же, как те окна: длина пятьдесят локтей, а ширины двадцать пять локтей.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e487a8a64725c1703d8e	d5e40c80-e944-44b0-b0a5-298c9d4bad0d	00019a3cbe--6117e487a8a64725c1703d8e	d38dc2eb18bd9869609c50a6da7d25cf	APPROVED	+	
Прочие деяния Езекии и добродетели его описаны в видении Исаии,сына Амосова, <mark>пророка</mark>, и в книге царей Иудейских и Израильских.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e487a8a64725c1703d8e	e8314fa1-9fa5-43bb-a14c-9589d49799da	00019a3cbe--6117e487a8a64725c1703d8e	d38dc2eb18bd9869609c50a6da7d25cf	APPROVED	+	
придут корабли от Киттима, и смирят Ассура, и смирят Евера; но и им <mark>гибель</mark>!	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e487a8a64725c1703d8e	fcde2e18-f97a-44a8-9f11-4f00203cdf42	00019a3cbe--6117e487a8a64725c1703d8e	d38dc2eb18bd9869609c50a6da7d25cf	APPROVED	+	
Однако же народ многочислен и время теперь дождливое, и нет возможности стоять на <mark>улице</mark>. Да и это дело не одного дня и не двух, потому что мы много в этом деле погрешили.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e487a8a64725c1703d8e	4832d37d-f026-4da3-a499-fc30653e14ad	00019a3cbe--6117e487a8a64725c1703d8e	d38dc2eb18bd9869609c50a6da7d25cf	APPROVED	+	
Там пробыл он три месяца. Когда же, по <mark>случаю</mark> возмущения, сделанного против него Иудеями, он хотел отправиться в Сирию, то пришло ему на мысль возвратиться через Македонию.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e487a8a64725c1703d8e	8e59b25d-e532-414b-ad71-7784f6ec8103	00019a3cbe--6117e487a8a64725c1703d8e	d38dc2eb18bd9869609c50a6da7d25cf	APPROVED	+	
в то самое время Господь сказал Исаии, сыну Амосову, так: пойди и сними вретище с чресл твоих и сбрось <mark>сандалии</mark> твои с ног твоих. Он так и сделал: ходил нагой и босой.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e487a8a64725c1703d8e	bc2613cd-e971-4748-8a80-709c2315acca	00019a3cbe--6117e487a8a64725c1703d8e	d38dc2eb18bd9869609c50a6da7d25cf	APPROVED	+	
и две двери из кипарисового дерева; обе <mark>половинки</mark> одной двери были подвижные, и обе половинки другой двери были подвижные.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e487a8a64725c1703d8e	a79b3780-80e3-4a1d-9858-98f23e849f38	00019a3cbe--6117e487a8a64725c1703d8e	d38dc2eb18bd9869609c50a6da7d25cf	APPROVED	+	
Тогда возопили сыны Израилевы к Господу, и Господь воздвигнул им спасителя Аода, сына Геры, сына Иеминиева, который был левша. И послали сыны Израилевы с ним <mark>дары</mark> Еглону, царю Моавитскому.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e487a8a64725c1703d8e	4738e2b6-f26b-47ee-95bd-1ffa2d404088	00019a3cbe--6117e487a8a64725c1703d8e	d38dc2eb18bd9869609c50a6da7d25cf	APPROVED	+	
здесь есть у одного <mark>мальчика</mark> пять хлебов ячменных и две рыбки; но что это для такого множества?	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e487a8a64725c1703d8e	15c9ae69-ad23-46b9-8333-613e1305e7fb	00019a3cbe--6117e487a8a64725c1703d8e	d38dc2eb18bd9869609c50a6da7d25cf	APPROVED	+	
											
Итак бодрствуйте, потому что не знаете, в который <mark>час</mark> Господь ваш приидет.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e488674c2427717f55b0	a9b26a12-6fc8-423e-8abc-816dcb0fc074	00019a3cbe--6117e488674c2427717f55b0	df7445982b2e0ab9bcdba25bd0c66796	APPROVED	+	
Придя в дом свой, взял нож и, взяв наложницу свою, разрезал ее по членам ее на двенадцать <mark>частей</mark> и послал во все пределы Израилевы.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e488674c2427717f55b0	3d94c29a-73b6-4305-a729-0e21529b6938	00019a3cbe--6117e488674c2427717f55b0	df7445982b2e0ab9bcdba25bd0c66796	APPROVED	+	
Недостоин я всех милостей и всех благодеяний, которые Ты сотворил рабу Твоему, ибо я с <mark>посохом</mark> моим перешел этот Иордан, а теперь у меня два стана.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e488674c2427717f55b0	6e1a1767-bdb3-4c5e-85ad-1e2c64266353	00019a3cbe--6117e488674c2427717f55b0	df7445982b2e0ab9bcdba25bd0c66796	APPROVED	+	
жизнь и милость даровал мне, и <mark>попечение</mark> Твое хранило дух мой?	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e488674c2427717f55b0	c32fb93b-41ec-4b7f-9f07-e7129d89432d	00019a3cbe--6117e488674c2427717f55b0	df7445982b2e0ab9bcdba25bd0c66796	APPROVED	+	
Чрез рабов твоих ты порицал Господа и сказал: „со множеством колесниц моих я взошел на высоту гор, на ребра Ливана, и срубил рослые кедры его, отличные кипарисы его, и пришел на самую вершину его, в <mark>рощу</mark> сада его;	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e488674c2427717f55b0	4caddd30-c7e7-4500-80f3-2b64b00bb67c	00019a3cbe--6117e488674c2427717f55b0	df7445982b2e0ab9bcdba25bd0c66796	APPROVED	+	
И на всех стенах храма кругом сделал резные изображения херувимов и пальмовых дерев и распускающихся <mark>цветов</mark>, внутри и вне.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e488674c2427717f55b0	33d233ba-f4f7-4b3e-814e-4acadbb893c8	00019a3cbe--6117e488674c2427717f55b0	df7445982b2e0ab9bcdba25bd0c66796	APPROVED	+	
И остаток дерев леса его так будет малочислен, что дитя в <mark>состоянии</mark> будет сделать опись.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e488674c2427717f55b0	7b532ec0-eb90-4120-863a-e5295a673fb3	00019a3cbe--6117e488674c2427717f55b0	df7445982b2e0ab9bcdba25bd0c66796	APPROVED	+	
Когда дерутся между собою мужчины, и жена одного подойдет, чтобы отнять мужа своего из <mark>рук</mark> бьющего его, и протянув руку свою, схватит его за срамный уд,	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e488674c2427717f55b0	e5c2acaf-bf45-486f-a388-21684e11f9dc	00019a3cbe--6117e488674c2427717f55b0	df7445982b2e0ab9bcdba25bd0c66796	APPROVED	+	
Старые ворота чинили Иоиада, сын Пасеаха, и Мешуллам, сын Бесодии: они покрыли их и вставили двери их, и замки их и <mark>засовы</mark> их.	3				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e488674c2427717f55b0	0586f54f-5404-47c7-9866-be300cbdac6d	00019a3cbe--6117e488674c2427717f55b0	df7445982b2e0ab9bcdba25bd0c66796	APPROVED	+	
И <mark>крюки</mark> в одну ладонь приделаны были к стенам здания кругом, а на столах клали жертвенное мясо.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e488674c2427717f55b0	b3a55fba-8564-4147-ae85-e31a38fd6780	00019a3cbe--6117e488674c2427717f55b0	df7445982b2e0ab9bcdba25bd0c66796	APPROVED	+	
											
И только один я, Даниил, видел это видение, а бывшие со мною люди не видели этого <mark>видения</mark>; но сильный страх напал на них и они убежали, чтобы скрыться.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48943ccc46e3aedf651	0d25bed8-a043-4db3-a331-4d3b43a2b1a1	00019a3cbe--6117e48943ccc46e3aedf651	8b827ea5b501cdb4753646a74f3f1be4	APPROVED	+	
Когда распространит Господь, Бог твой, пределы твои, как Он говорил тебе, и ты скажешь: „поем я мяса', потому что душа твоя пожелает есть <mark>мяса</mark>, – тогда, по желанию души твоей, ешь мясо.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48943ccc46e3aedf651	c31bdabd-c37e-4c97-bdaf-27544830740e	00019a3cbe--6117e48943ccc46e3aedf651	8b827ea5b501cdb4753646a74f3f1be4	APPROVED	+	
другого агнца приноси <mark>вечером</mark>: с мучным даром,подобным утреннему, и с таким же возлиянием приноси его в благоухание приятное, в жертву Господу.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48943ccc46e3aedf651	5e3cc4e7-3e65-4af4-a758-7884e9e8f5ad	00019a3cbe--6117e48943ccc46e3aedf651	8b827ea5b501cdb4753646a74f3f1be4	APPROVED	+	
и нашел я, что горче смерти <mark>женщина</mark>, потому что она – сеть, и сердце ее – силки, руки ее – оковы; добрый пред Богом спасется от нее, а грешник уловлен будет ею.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48943ccc46e3aedf651	a01add9a-d3da-49ba-9fc3-8e42209a9321	00019a3cbe--6117e48943ccc46e3aedf651	8b827ea5b501cdb4753646a74f3f1be4	APPROVED	+	
ибо такие люди служат не Господу нашему Иисусу Христу, а своему чреву, и ласкательством и <mark>красноречием</mark> обольщают сердца простодушных.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48943ccc46e3aedf651	6887e1ed-3e7e-4e92-b8d7-2054196ea64b	00019a3cbe--6117e48943ccc46e3aedf651	8b827ea5b501cdb4753646a74f3f1be4	APPROVED	+	
ибо такова есть воля Божия, чтобы мы, делая добро, заграждали уста <mark>невежеству</mark> безумных людей, –	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48943ccc46e3aedf651	2a9dc8e9-c626-467d-aff3-767c85fc40a8	00019a3cbe--6117e48943ccc46e3aedf651	8b827ea5b501cdb4753646a74f3f1be4	APPROVED	+	
но молодое вино должно вливать в <mark>мехи</mark> новые; тогда сбережется и то и другое.	4				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48943ccc46e3aedf651	45864420-08e0-40e7-8128-13fd84d5987e	00019a3cbe--6117e48943ccc46e3aedf651	8b827ea5b501cdb4753646a74f3f1be4	APPROVED	+	
(35:7) Правда Твоя, как горы Божии, и <mark>судьбы</mark> Твои - бездна великая! Человеков и скотов хранишь Ты, Господи!	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48943ccc46e3aedf651	ba82e367-bc73-44d8-82f7-a46b0b601884	00019a3cbe--6117e48943ccc46e3aedf651	8b827ea5b501cdb4753646a74f3f1be4	APPROVED	+	
И вот, рука предающего Меня со Мною за <mark>столом</mark>;	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48943ccc46e3aedf651	3bea4143-a9f4-47a9-903f-39162fe7d329	00019a3cbe--6117e48943ccc46e3aedf651	8b827ea5b501cdb4753646a74f3f1be4	APPROVED	+	
Все соделал Он прекрасным в свое время, и вложил мир в сердце их, хотя человек не может постигнуть дел, которые Бог делает, от начала до <mark>конца</mark>.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48943ccc46e3aedf651	ceef52e0-30c7-4d3a-8713-43f960ba7c50	00019a3cbe--6117e48943ccc46e3aedf651	8b827ea5b501cdb4753646a74f3f1be4	APPROVED	+	
											
Разве ты не знаешь? разве ты не слышал, что вечный Господь Бог, сотворивший <mark>концы</mark> земли, не утомляется и не изнемогает? разум Его неисследим.	3				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4899cc580274de2198c	ec5d4656-0567-4637-a356-36a58006e2c6	00019a3cbe--6117e4899cc580274de2198c	575f932a174e97355bb9ca2afaf170ad	APPROVED	+	
(5:5) Не дозволяй устам твоим вводить в грех плоть твою, и не говори пред Ангелом Божиим : „это – ошибка!' Для чего тебе делать , чтобы Бог прогневался на слово твое и разрушил <mark>дело</mark> рук твоих?	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4899cc580274de2198c	e19c3555-78f2-4380-89b2-30124e9c5596	00019a3cbe--6117e4899cc580274de2198c	575f932a174e97355bb9ca2afaf170ad	APPROVED	+	
И прилепилась душа его в <mark>Дине</mark>, дочери Иакова, и он полюбил девицу и говорил по сердцу девицы.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4899cc580274de2198c	6e249095-e2dc-499c-b41e-7579b19f5d0f	00019a3cbe--6117e4899cc580274de2198c	575f932a174e97355bb9ca2afaf170ad	APPROVED	+	
И будет поступать царь тот по своему произволу, и вознесется и возвеличится выше всякого <mark>божества</mark>, и о Боге богов станет говорить хульное и будет иметь успех, доколе не совершится гнев: ибо, что предопределено, то исполнится.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4899cc580274de2198c	0e89e1d9-b5b9-412a-8b8a-c255e07d6eb3	00019a3cbe--6117e4899cc580274de2198c	575f932a174e97355bb9ca2afaf170ad	APPROVED	+	
Так как они сеяли ветер, то и пожнут бурю: хлеба на корню не будет у него; зерно не даст <mark>муки</mark>; а если и даст, то чужие проглотят ее.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4899cc580274de2198c	10d6c6f4-74c8-4cf0-8464-ae367048fe7d	00019a3cbe--6117e4899cc580274de2198c	575f932a174e97355bb9ca2afaf170ad	APPROVED	+	
по числу сорока дней, в которые вы осматривали землю, вы понесете наказание за <mark>грехи</mark> ваши сорок лет, год за день, дабы вы познали, что значит быть оставленным Мною.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4899cc580274de2198c	160fdfe3-be16-4495-991f-153d23f80d00	00019a3cbe--6117e4899cc580274de2198c	575f932a174e97355bb9ca2afaf170ad	APPROVED	+	
Сынов Иссахара по родам их, по племенам их, по семействам их, по числу <mark>имен</mark>, от двадцати лет и выше, всех годных для войны,	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4899cc580274de2198c	b0fc2023-3189-494c-ac1d-76ce35282e88	00019a3cbe--6117e4899cc580274de2198c	575f932a174e97355bb9ca2afaf170ad	APPROVED	+	
Вороные кони там выходят к <mark>стране</mark> северной и белые идут за ними, а пегие идут к стране полуденной.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4899cc580274de2198c	7f445578-c600-46a6-ad13-d0ef0bd2e307	00019a3cbe--6117e4899cc580274de2198c	575f932a174e97355bb9ca2afaf170ad	APPROVED	+	
Изгонят вас из синагог; даже наступает <mark>время</mark>, когда всякий, убивающий вас, будет думать, что он тем служит Богу.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4899cc580274de2198c	7f753373-4116-46a0-8e1e-3e801bd120a3	00019a3cbe--6117e4899cc580274de2198c	575f932a174e97355bb9ca2afaf170ad	APPROVED	+	
засохла виноградная <mark>лоза</mark> и смоковница завяла; гранатовое дерево, пальма и яблоня, все дерева в поле посохли;потому и веселье у сынов человеческих исчезло.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e4899cc580274de2198c	174569bb-b0df-4e9a-9703-47c4aefe1960	00019a3cbe--6117e4899cc580274de2198c	575f932a174e97355bb9ca2afaf170ad	APPROVED	+	
											
от половины колена Манассиина – Анер и <mark>предместья</mark> его, Билеам и предместья его. Это поколению остальных сыновей Каафовых.	4				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48a3d552d24df9414fb	db8faf00-4cee-4246-961c-f6df1275fc15	00019a3cbe--6117e48a3d552d24df9414fb	037efdcde92abf75cef406d184a19785	APPROVED	+	
Каждый раз, когда зачинал скот крепкий, Иаков клал прутья в корытах пред глазами скота, чтобы он зачинал пред <mark>прутьями</mark>.	3				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48a3d552d24df9414fb	c573a29c-f8cb-4d65-ad90-9af74de50ef1	00019a3cbe--6117e48a3d552d24df9414fb	037efdcde92abf75cef406d184a19785	APPROVED	+	
Полагал ли я в золоте <mark>опору</mark> мою и говорил ли сокровищу: ты – надежда моя?	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48a3d552d24df9414fb	4b477036-04d3-4c35-99b5-2a9e5af2032e	00019a3cbe--6117e48a3d552d24df9414fb	037efdcde92abf75cef406d184a19785	APPROVED	+	
в <mark>рост</mark> дает, и берет лихву; то будет ли он жив? Нет, он не будет жив. Кто делает все такие мерзости, тот непременно умрет, кровь его будет на нем.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48a3d552d24df9414fb	f8c58e77-aac4-4a06-a768-62967839005a	00019a3cbe--6117e48a3d552d24df9414fb	037efdcde92abf75cef406d184a19785	APPROVED	+	
Сыновья Мерарины: Махли и Муши. <mark>Сыновья</mark> Махлия: Елеазар и Кис.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48a3d552d24df9414fb	a89fcace-96fd-4f24-a249-ec953435d06b	00019a3cbe--6117e48a3d552d24df9414fb	037efdcde92abf75cef406d184a19785	APPROVED	+	
И приказал Давид слугам, и убили их, и отрубили им руки и ноги, и повесили их над прудом в Хевроне. А <mark>голову</mark> Иевосфея взяли и погребли во гробе Авенира, в Хевроне.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48a3d552d24df9414fb	365f60f3-5fd3-436c-ad50-ce377044169d	00019a3cbe--6117e48a3d552d24df9414fb	037efdcde92abf75cef406d184a19785	APPROVED	+	
Подобно и Раав блудница не <mark>делами</mark> ли оправдалась,приняв соглядатаев и отпустив их другим путем?	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48a3d552d24df9414fb	b10284bd-3729-491a-b4f1-5b168d1b0e45	00019a3cbe--6117e48a3d552d24df9414fb	037efdcde92abf75cef406d184a19785	APPROVED	+	
Вот, Бог велик, и мы не можем познать Его; число <mark>лет</mark> Его неисследимо.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48a3d552d24df9414fb	e58aab85-9b12-4470-8fbb-701db3042b18	00019a3cbe--6117e48a3d552d24df9414fb	037efdcde92abf75cef406d184a19785	APPROVED	+	
И послал начальствующий над домом царским , и <mark>градоначальник</mark>, и старейшины, и воспитатели к Ииую, сказать: мы рабы твои, и что скажешь нам, то и сделаем; мы никого не поставим царем, что угодно тебе, то и делай.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48a3d552d24df9414fb	5e368d0c-6c50-4bc1-a837-9ce0954846fd	00019a3cbe--6117e48a3d552d24df9414fb	037efdcde92abf75cef406d184a19785	APPROVED	+	
и изыдут творившие добро в воскресение жизни, а делавшие зло – в воскресение <mark>осуждения</mark>.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48a3d552d24df9414fb	964f89f1-5b19-4301-9537-f18a1863f26c	00019a3cbe--6117e48a3d552d24df9414fb	037efdcde92abf75cef406d184a19785	APPROVED	+	
											
потолки наши – <mark>кипарисы</mark>.	2				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48bce7abf67795a5454	fc2da94e-6692-48f4-9daf-b986f5e9d34f	00019a3cbe--6117e48bce7abf67795a5454	aca49abf350edea8631a456adc897270	APPROVED	+	
И окна в них и в <mark>преддвериях</mark> их такие же, как те окна: длина пятьдесят локтей, а ширины двадцать пять локтей.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48bce7abf67795a5454	d5e40c80-e944-44b0-b0a5-298c9d4bad0d	00019a3cbe--6117e48bce7abf67795a5454	aca49abf350edea8631a456adc897270	APPROVED	+	
Прочие деяния Езекии и добродетели его описаны в видении Исаии,сына Амосова, <mark>пророка</mark>, и в книге царей Иудейских и Израильских.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48bce7abf67795a5454	e8314fa1-9fa5-43bb-a14c-9589d49799da	00019a3cbe--6117e48bce7abf67795a5454	aca49abf350edea8631a456adc897270	APPROVED	+	
придут корабли от Киттима, и смирят Ассура, и смирят Евера; но и им <mark>гибель</mark>!	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48bce7abf67795a5454	fcde2e18-f97a-44a8-9f11-4f00203cdf42	00019a3cbe--6117e48bce7abf67795a5454	aca49abf350edea8631a456adc897270	APPROVED	+	
Однако же народ многочислен и время теперь дождливое, и нет возможности стоять на <mark>улице</mark>. Да и это дело не одного дня и не двух, потому что мы много в этом деле погрешили.	1				https://toloka.yandex.ru/task/26885310/00019a3cbe--6117e48bce7abf67795a5454	4832d37d-f026-4da3-a499-fc30653e14ad	00019a3cbe--6117e48bce7abf67795a5454	aca49abf350edea8631a456adc897270	APPROVED	+	
