INPUT:text	OUTPUT:complexity	GOLDEN:complexity	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ACCEPT:verdict	ACCEPT:comment
<mark>День</mark> тот да будет тьмою; да не взыщет его Бог свыше, и да не воссияет над ним свет!	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b1cb10b530ec42d36a	67398577-ad4d-4df7-9a00-cce23ab8844c	0001a04fc4--6127f6b1cb10b530ec42d36a	fc41b5ddbf391ea26fd442f972aeae74	APPROVED	+	
и положит курение на огонь пред лицем Господним, и облако курения покроет крышку, которая над <mark>ковчегом</mark> откровения, дабы ему не умереть;	4				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b1cb10b530ec42d36a	e319bb39-ddef-4e93-9141-a6408245856d	0001a04fc4--6127f6b1cb10b530ec42d36a	fc41b5ddbf391ea26fd442f972aeae74	APPROVED	+	
Утроба моя! утроба моя! скорблю во глубине сердца моего, волнуется во мне сердце мое, не могу молчать; ибо ты слышишь, душа моя, звук трубы, тревогу <mark>брани</mark>.	4				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b1cb10b530ec42d36a	aefce793-0669-491f-9e0a-dd360ad0d5df	0001a04fc4--6127f6b1cb10b530ec42d36a	fc41b5ddbf391ea26fd442f972aeae74	APPROVED	+	
Елеазару, сыну Аарона священника, поручается елей для светильника и благовонное курение, и всегдашнее хлебное приношение и елей помазания, – поручается вся скиния и все, что в ней, святилище и <mark>принадлежности</mark> его.	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b1cb10b530ec42d36a	6e2c8b7e-0e62-4ae1-90d3-99ffa3c6ac9e	0001a04fc4--6127f6b1cb10b530ec42d36a	fc41b5ddbf391ea26fd442f972aeae74	APPROVED	+	
если бы кто нес освященное мясо в поле одежды своей и полою своею коснулся хлеба, или чего-либо вареного, или <mark>вина</mark>, или елея, или какой-нибудь пищи: сделается ли это священным? И отвечали священники и сказали: нет.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b1cb10b530ec42d36a	41e0b200-bb93-4b40-801a-c4b28706672d	0001a04fc4--6127f6b1cb10b530ec42d36a	fc41b5ddbf391ea26fd442f972aeae74	APPROVED	+	
											
Стези туда не знает хищная птица, и не видал ее глаз <mark>коршуна</mark>;	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b26abb9b40f7d3323e	20487601-88f7-40ad-9afd-056fa98f83f1	0001a04fc4--6127f6b26abb9b40f7d3323e	d6c279c90fe35bfc006d494bea636d8d	APPROVED	+	
Цари наши, князья наши, священники наши и отцы наши не исполняли закона Твоего, и не внимали заповедям Твоим и <mark>напоминаниям</mark> Твоим, которыми Ты напоминал им.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b26abb9b40f7d3323e	9e9ce3c2-e594-4afa-b354-e899f2a31d04	0001a04fc4--6127f6b26abb9b40f7d3323e	d6c279c90fe35bfc006d494bea636d8d	APPROVED	+	
В четырнадцатую ночь, как мы носимы были в Адриатическом море, около <mark>полуночи</mark> корабельщики стали догадываться, что приближаются к какой-то земле,	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b26abb9b40f7d3323e	334b6050-4f8a-4373-9f41-51f1601f4189	0001a04fc4--6127f6b26abb9b40f7d3323e	d6c279c90fe35bfc006d494bea636d8d	APPROVED	+	
Итак, братия святые, <mark>участники</mark> в небесном звании, уразумейте Посланника и Первосвященника исповедания нашего, Иисуса Христа,	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b26abb9b40f7d3323e	bb852fe6-3a9c-4742-9b21-04c8d870e3ca	0001a04fc4--6127f6b26abb9b40f7d3323e	d6c279c90fe35bfc006d494bea636d8d	APPROVED	+	
ослов шестьдесят одна <mark>тысяча</mark>,	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b26abb9b40f7d3323e	7d7887ea-46df-4e14-b912-a05b0fa0a133	0001a04fc4--6127f6b26abb9b40f7d3323e	d6c279c90fe35bfc006d494bea636d8d	APPROVED	+	
А перед комнатами выступ в один локоть, и в один же локоть с другой стороны выступ;эти комнаты с одной <mark>стороны</mark> имели шесть локтей и шесть же локтей с другой стороны.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b26abb9b40f7d3323e	c97b0a4b-ed39-4f4a-8109-85774dc33a15	0001a04fc4--6127f6b26abb9b40f7d3323e	d6c279c90fe35bfc006d494bea636d8d	APPROVED	+	
Господи! слуга мой лежит дома в <mark>расслаблении</mark> и жестоко страдает.	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b26abb9b40f7d3323e	03848d50-5e92-444b-b540-1b1c75ca23a5	0001a04fc4--6127f6b26abb9b40f7d3323e	d6c279c90fe35bfc006d494bea636d8d	APPROVED	+	
Все <mark>подвижники</mark> воздерживаются от всего: те для получения венца тленного, а мы – нетленного.	4				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b26abb9b40f7d3323e	e3901f46-e288-41bd-a83b-86e135089529	0001a04fc4--6127f6b26abb9b40f7d3323e	d6c279c90fe35bfc006d494bea636d8d	APPROVED	+	
и будут в смущении обрабатывающие лен и ткачи белых <mark>полотен</mark>;	4				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b26abb9b40f7d3323e	bf13bf2b-4945-46ee-81b2-f9ea6f4c8b3e	0001a04fc4--6127f6b26abb9b40f7d3323e	d6c279c90fe35bfc006d494bea636d8d	APPROVED	+	
пусть господин наш прикажет слугам своим, которые пред тобою, поискать человека, искусного в <mark>игре</mark> на гуслях, и когда придет на тебя злой дух от Бога,то он, играя рукою своею, будет успокоивать тебя.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b26abb9b40f7d3323e	4b9bf5a8-433f-4bbd-8e60-afc3ddc7be14	0001a04fc4--6127f6b26abb9b40f7d3323e	d6c279c90fe35bfc006d494bea636d8d	APPROVED	+	
											
Горе тому, кто препирается с Создателем своим, черепок из <mark>черепков</mark> земных! Скажет ли глина горшечнику: „что ты делаешь?' и твое дело скажет ли отебе : „у него нет рук?'	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b2810642541c2ed1be	7d5fb2e5-612f-46f7-ae9d-db84eeb0521c	0001a04fc4--6127f6b2810642541c2ed1be	7db7a01cd23c155ff565312d26b821ed	APPROVED	+	
И сказал мне Господь: сын человеческий! хочешь ли судить Оголу и Оголиву? выскажи им <mark>мерзости</mark> их;	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b2810642541c2ed1be	91e61c7c-7168-49ca-930b-028c9cfd3388	0001a04fc4--6127f6b2810642541c2ed1be	7db7a01cd23c155ff565312d26b821ed	APPROVED	+	
И будет в тот день: горы будут капать вином и холмы потекут молоком, и все <mark>русла</mark> Иудейские наполнятся водою, а из дома Господня выйдет источник, и будет напоять долину Ситтим.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b2810642541c2ed1be	6cb0caad-1fa1-4787-848a-4be78102d174	0001a04fc4--6127f6b2810642541c2ed1be	7db7a01cd23c155ff565312d26b821ed	APPROVED	+	
Ибо всякий огнем осолится, и всякая <mark>жертва</mark> солью осолится.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b2810642541c2ed1be	165980ae-2340-46b2-ad0b-f0e84e7288a4	0001a04fc4--6127f6b2810642541c2ed1be	7db7a01cd23c155ff565312d26b821ed	APPROVED	+	
И вышел народ, и разграбил стан Сирийский, и была мера муки лучшей по сиклю, и две <mark>меры</mark> ячменя по сиклю, по слову Господню.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b2810642541c2ed1be	3c8b0813-f6ce-4a85-860e-91295ecaf90e	0001a04fc4--6127f6b2810642541c2ed1be	7db7a01cd23c155ff565312d26b821ed	APPROVED	+	
Говорит ему в третий <mark>раз</mark>: Симон Ионин! любишь ли ты Меня? Петр опечалился, что в третий раз спросил его: любишь ли Меня? и сказал Ему: Господи! Ты все знаешь; Ты знаешь, что я люблю Тебя. Иисус говорит ему: паси овец Моих.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b2810642541c2ed1be	d3582eea-2f3f-4a73-9e22-7413c40cc595	0001a04fc4--6127f6b2810642541c2ed1be	7db7a01cd23c155ff565312d26b821ed	APPROVED	+	
Гонец бежит навстречу <mark>гонцу</mark>, и вестник навстречу вестнику, чтобы возвестить царю Вавилонскому, что город его взят со всех концов,	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b2810642541c2ed1be	510a0749-b341-4f02-bc97-f95b2558bbee	0001a04fc4--6127f6b2810642541c2ed1be	7db7a01cd23c155ff565312d26b821ed	APPROVED	+	
И не могли волхвы устоять пред Моисеем по причине воспаления,потому что <mark>воспаление</mark> было на волхвах и на всех Египтянах.	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b2810642541c2ed1be	1ab883dc-e360-4ea4-980c-fe8152b00117	0001a04fc4--6127f6b2810642541c2ed1be	7db7a01cd23c155ff565312d26b821ed	APPROVED	+	
Ибо Я Господь, Бог твой, Святый Израилев, Спаситель твой; в выкуп за тебя отдал <mark>Египет</mark>, Ефиопию и Савею за тебя.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b2810642541c2ed1be	bf5c0178-5bc5-464d-8cf7-93d5bfa91abf	0001a04fc4--6127f6b2810642541c2ed1be	7db7a01cd23c155ff565312d26b821ed	APPROVED	+	
и Иоким, и жители Хозевы, и Иоаш и Сараф, которые имели владение в Моаве, и Иашувилехем; но это <mark>события</mark> древние.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b2810642541c2ed1be	ef2f9aa1-4a02-4683-9ce5-394ea67d3782	0001a04fc4--6127f6b2810642541c2ed1be	7db7a01cd23c155ff565312d26b821ed	APPROVED	+	
											
Горе тому, кто препирается с Создателем своим, черепок из <mark>черепков</mark> земных! Скажет ли глина горшечнику: „что ты делаешь?' и твое дело скажет ли отебе : „у него нет рук?'	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b3d0d47d6d68cb9a5f	7d5fb2e5-612f-46f7-ae9d-db84eeb0521c	0001a04fc4--6127f6b3d0d47d6d68cb9a5f	8fbc3bdab91a3ccfb6fc1b7d0aadc633	APPROVED	+	
И сказал мне Господь: сын человеческий! хочешь ли судить Оголу и Оголиву? выскажи им <mark>мерзости</mark> их;	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b3d0d47d6d68cb9a5f	91e61c7c-7168-49ca-930b-028c9cfd3388	0001a04fc4--6127f6b3d0d47d6d68cb9a5f	8fbc3bdab91a3ccfb6fc1b7d0aadc633	APPROVED	+	
И будет в тот день: горы будут капать вином и холмы потекут молоком, и все <mark>русла</mark> Иудейские наполнятся водою, а из дома Господня выйдет источник, и будет напоять долину Ситтим.	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b3d0d47d6d68cb9a5f	6cb0caad-1fa1-4787-848a-4be78102d174	0001a04fc4--6127f6b3d0d47d6d68cb9a5f	8fbc3bdab91a3ccfb6fc1b7d0aadc633	APPROVED	+	
Ибо всякий огнем осолится, и всякая <mark>жертва</mark> солью осолится.	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b3d0d47d6d68cb9a5f	165980ae-2340-46b2-ad0b-f0e84e7288a4	0001a04fc4--6127f6b3d0d47d6d68cb9a5f	8fbc3bdab91a3ccfb6fc1b7d0aadc633	APPROVED	+	
И вышел народ, и разграбил стан Сирийский, и была мера муки лучшей по сиклю, и две <mark>меры</mark> ячменя по сиклю, по слову Господню.	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b3d0d47d6d68cb9a5f	3c8b0813-f6ce-4a85-860e-91295ecaf90e	0001a04fc4--6127f6b3d0d47d6d68cb9a5f	8fbc3bdab91a3ccfb6fc1b7d0aadc633	APPROVED	+	
Говорит ему в третий <mark>раз</mark>: Симон Ионин! любишь ли ты Меня? Петр опечалился, что в третий раз спросил его: любишь ли Меня? и сказал Ему: Господи! Ты все знаешь; Ты знаешь, что я люблю Тебя. Иисус говорит ему: паси овец Моих.	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b3d0d47d6d68cb9a5f	d3582eea-2f3f-4a73-9e22-7413c40cc595	0001a04fc4--6127f6b3d0d47d6d68cb9a5f	8fbc3bdab91a3ccfb6fc1b7d0aadc633	APPROVED	+	
Гонец бежит навстречу <mark>гонцу</mark>, и вестник навстречу вестнику, чтобы возвестить царю Вавилонскому, что город его взят со всех концов,	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b3d0d47d6d68cb9a5f	510a0749-b341-4f02-bc97-f95b2558bbee	0001a04fc4--6127f6b3d0d47d6d68cb9a5f	8fbc3bdab91a3ccfb6fc1b7d0aadc633	APPROVED	+	
И не могли волхвы устоять пред Моисеем по причине воспаления,потому что <mark>воспаление</mark> было на волхвах и на всех Египтянах.	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b3d0d47d6d68cb9a5f	1ab883dc-e360-4ea4-980c-fe8152b00117	0001a04fc4--6127f6b3d0d47d6d68cb9a5f	8fbc3bdab91a3ccfb6fc1b7d0aadc633	APPROVED	+	
Ибо Я Господь, Бог твой, Святый Израилев, Спаситель твой; в выкуп за тебя отдал <mark>Египет</mark>, Ефиопию и Савею за тебя.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b3d0d47d6d68cb9a5f	bf5c0178-5bc5-464d-8cf7-93d5bfa91abf	0001a04fc4--6127f6b3d0d47d6d68cb9a5f	8fbc3bdab91a3ccfb6fc1b7d0aadc633	APPROVED	+	
и Иоким, и жители Хозевы, и Иоаш и Сараф, которые имели владение в Моаве, и Иашувилехем; но это <mark>события</mark> древние.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b3d0d47d6d68cb9a5f	ef2f9aa1-4a02-4683-9ce5-394ea67d3782	0001a04fc4--6127f6b3d0d47d6d68cb9a5f	8fbc3bdab91a3ccfb6fc1b7d0aadc633	APPROVED	+	
											
И сказал ему Господь: за то всякому, кто убьет Каина, отмстится всемеро. И сделал Господь <mark>Каину</mark> знамение, чтобы никто, встретившись с ним, не убил его.	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4c1b550132cc6f1d9	53c018b6-f6bc-42d5-a3d8-6a1ddd407b39	0001a04fc4--6127f6b4c1b550132cc6f1d9	4ffad85b8e48f4daf0c891ad4fc64e9a	APPROVED	+	
Как обобрано все у Исава и обысканы <mark>тайники</mark> его!	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4c1b550132cc6f1d9	8c5b07ef-18de-4cad-971e-8f9f42a4986b	0001a04fc4--6127f6b4c1b550132cc6f1d9	4ffad85b8e48f4daf0c891ad4fc64e9a	APPROVED	+	
И взял Ахаз серебро и золото, какое нашлось в доме Господнем и в сокровищницах дома царского, и послал царю Ассирийскому в <mark>дар</mark>.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4c1b550132cc6f1d9	a22d4f0e-36da-4fcc-8db3-d7ad8151dbf1	0001a04fc4--6127f6b4c1b550132cc6f1d9	4ffad85b8e48f4daf0c891ad4fc64e9a	APPROVED	+	
а найдя, созовет <mark>подруг</mark> и соседок и скажет: порадуйтесь со мною: я нашла потерянную драхму.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4c1b550132cc6f1d9	f4660c12-9edb-4cb1-ab15-b7e65634534a	0001a04fc4--6127f6b4c1b550132cc6f1d9	4ffad85b8e48f4daf0c891ad4fc64e9a	APPROVED	+	
Никто да не пренебрегает юностью твоею; но будь образцом для верных в слове, в житии, в <mark>любви</mark>, в духе, в вере, в чистоте.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4c1b550132cc6f1d9	b9fda5d2-a2cb-4675-b981-6c075441368b	0001a04fc4--6127f6b4c1b550132cc6f1d9	4ffad85b8e48f4daf0c891ad4fc64e9a	APPROVED	+	
и предлагал Ему многие <mark>вопросы</mark>, но Он ничего не отвечал ему.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4c1b550132cc6f1d9	7edf20ac-7af7-49e2-a7b2-9efc35c8a82d	0001a04fc4--6127f6b4c1b550132cc6f1d9	4ffad85b8e48f4daf0c891ad4fc64e9a	APPROVED	+	
и не с кровью козлов и тельцов, но со Своею Кровию, однажды вошел во святилище и приобрел вечное <mark>искупление</mark>.	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4c1b550132cc6f1d9	7672c160-8433-446d-a9ad-77b6c6f09b59	0001a04fc4--6127f6b4c1b550132cc6f1d9	4ffad85b8e48f4daf0c891ad4fc64e9a	APPROVED	+	
Тогда Аггей, <mark>вестник</mark> Господень, посланный от Господа, сказал к народу: Я с вами! говорит Господь.	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4c1b550132cc6f1d9	16da9ca5-e80b-4cc6-83fd-4a74cf2411f2	0001a04fc4--6127f6b4c1b550132cc6f1d9	4ffad85b8e48f4daf0c891ad4fc64e9a	APPROVED	+	
И все князья в областях и сатрапы, и областеначальники, и <mark>исполнители</mark> дел царских поддерживали Иудеев, потому что напал на них страх пред Мардохеем.	3				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4c1b550132cc6f1d9	8760c5a7-9140-48ae-b791-8a0e34b810dd	0001a04fc4--6127f6b4c1b550132cc6f1d9	4ffad85b8e48f4daf0c891ad4fc64e9a	APPROVED	+	
(118:142) Правда Твоя – правда вечная, и закон Твой – <mark>истина</mark>.	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4c1b550132cc6f1d9	caa569b5-8825-4402-b636-6e3cd903eb5c	0001a04fc4--6127f6b4c1b550132cc6f1d9	4ffad85b8e48f4daf0c891ad4fc64e9a	APPROVED	+	
											
И познал <mark>Каин</mark> жену свою; и она зачала и родила Еноха. И построил он город; и назвал город по имени сына своего: Енох.	2				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4caf3063a2e25e7b9	c1b995ec-f860-4213-8fc6-65f4d52c9e4b	0001a04fc4--6127f6b4caf3063a2e25e7b9	a68fdd7c7469a9c11ef3d0c1b1632fae	APPROVED	+	
И сказал Господь Исаии: выйди ты и сын твой Шеар-ясув навстречу Ахазу, к концу <mark>водопровода</mark> верхнего пруда, на дорогу к полю белильничьему,	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4caf3063a2e25e7b9	9e639ed3-51c9-44d1-aec0-d4236230fcf3	0001a04fc4--6127f6b4caf3063a2e25e7b9	a68fdd7c7469a9c11ef3d0c1b1632fae	APPROVED	+	
При таком устройстве, в первую скинию всегда входят священники совершать <mark>Богослужение</mark>;	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4caf3063a2e25e7b9	cd5c4a95-45c2-4a32-9f5e-5eefaf434319	0001a04fc4--6127f6b4caf3063a2e25e7b9	a68fdd7c7469a9c11ef3d0c1b1632fae	APPROVED	+	
а <mark>остатки</mark> приношения хлебного Аарону и сынам его: это великая святыня из жертв Господних.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4caf3063a2e25e7b9	faa0fc35-8be5-44da-85d7-bf03d51054d3	0001a04fc4--6127f6b4caf3063a2e25e7b9	a68fdd7c7469a9c11ef3d0c1b1632fae	APPROVED	+	
И послало туда <mark>общество</mark> двенадцать тысяч человек, мужей сильных, и дали им приказание, говоря: идите и поразите жителей Иависа Галаадского мечом, и женщин и детей;	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4caf3063a2e25e7b9	ec968564-b6a0-4b08-9fc6-a6cf3687536d	0001a04fc4--6127f6b4caf3063a2e25e7b9	a68fdd7c7469a9c11ef3d0c1b1632fae	APPROVED	+	
(6:19) Народ воскликнул, и затрубили трубами. Как скоро услышал народ голос трубы, воскликнул народ громким голосом, и обрушилась стена города до своего основания, и народ пошел в <mark>город</mark>, каждый с своей стороны, и взяли город.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4caf3063a2e25e7b9	e90c9dba-2d1c-43fb-9fe3-446834e44a10	0001a04fc4--6127f6b4caf3063a2e25e7b9	a68fdd7c7469a9c11ef3d0c1b1632fae	APPROVED	+	
ибо корабли царя ходили в Фарсис с слугами Хирама, и в три года раз возвращались корабли из Фарсиса и привозили золото и серебро, слоновую кость и обезьян и <mark>павлинов</mark>.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4caf3063a2e25e7b9	f1e45f66-5957-4d4f-ba09-90e266c4dd88	0001a04fc4--6127f6b4caf3063a2e25e7b9	a68fdd7c7469a9c11ef3d0c1b1632fae	APPROVED	+	
позвонок и яблоко, <mark>позвонок</mark> и яблоко, по подолу верхней ризы кругом для служения, как повелел Господь Моисею.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4caf3063a2e25e7b9	737b9f84-4989-4ce8-a5d6-47bd614fadf3	0001a04fc4--6127f6b4caf3063a2e25e7b9	a68fdd7c7469a9c11ef3d0c1b1632fae	APPROVED	+	
И все собрание молилось, и <mark>певцы</mark> пели, и трубили трубы, доколе не окончилось всесожжение.	1				https://toloka.yandex.ru/task/27283396/0001a04fc4--6127f6b4caf3063a2e25e7b9	da85e72e-6144-4ead-a5b6-b92c82d98ca2	0001a04fc4--6127f6b4caf3063a2e25e7b9	a68fdd7c7469a9c11ef3d0c1b1632fae	APPROVED	+	
